2012.96   -1118.61      39.53
2013.04   -1288.15      38.98
2013.12   -1395.13      40.16
2013.30   -1138.60      41.36
2013.37   -1240.57      37.57
2013.46   -1248.36      38.44
2013.54   -1212.49      37.79
2013.79   -1303.88      38.01
2013.87   -1350.15      36.03
2013.96   -1401.73      35.45
2014.02   -1510.21      40.12
2014.20   -1617.99      32.35
2014.29   -1536.92      33.19
2014.37   -1444.04      33.14
2014.45   -1488.29      35.04
2014.62   -1539.03      33.51
2014.71   -1366.91      33.00
2014.79   -1454.90      31.99
2014.88   -1528.82      31.56
2015.06   -1832.81      35.31
2015.12   -1908.60      56.93
2015.20   -1873.56      30.75
2015.29   -1852.19      32.24
2015.32   -1781.17      34.83
2015.53   -1752.17      37.19
2015.62   -1900.42      34.62
2015.70   -1854.19      36.97
2015.98   -1895.89      36.86
2016.04   -1919.41      35.36
2016.12   -1994.32      34.10
2016.21   -1930.43      35.08
2016.38   -1798.29      37.40
2016.46   -1778.98      34.43
2016.54   -1662.69      34.27
2016.64   -1615.71      36.53
2016.91   -1683.55      61.29
2016.98   -1595.29      61.17
2017.06   -1617.62      60.59
2017.25   -1946.41      61.89
2017.31   -1865.08      61.25
2017.36   -1827.51      59.86
2017.44   -1834.57      59.77
2018.45   -2009.98      34.32
2018.52   -2037.69      31.41
2018.83   -2180.69      30.20
2018.87   -2138.03      28.13
2018.96   -2278.07      27.39
2019.04   -2395.72      27.14
2019.12   -2455.35      27.09
2019.20   -2401.62      26.84
2019.29   -2368.39      26.83
2019.37   -2208.36      26.77
2019.45   -2264.33      26.75
2019.54   -2127.23      26.79
2019.62   -2289.00      26.77
2019.71   -2331.84      26.75
2019.79   -2313.92      26.77
2019.87   -2323.01      26.73
2019.96   -2429.80      26.72
2020.04   -2674.49      26.90
2020.12   -2777.19      26.90
2020.21   -2698.56      26.71
2020.29   -2575.52      26.79
2020.37   -2452.54      26.76
2020.46   -2394.87      26.73
2020.54   -2445.48      26.76
2020.62   -2407.10      26.76
2020.71   -2468.85      26.73
2020.79   -2531.62      26.76
2020.87   -2599.75      26.84
2020.96   -2646.73      26.74
2021.04   -2859.46      26.74
2021.12   -2647.75      26.82
2021.20   -2674.98      26.70
2021.29   -2459.02      26.71
2021.37   -2486.98      26.74
2021.46   -2660.71      26.69
2021.54   -2670.93      26.69
2021.62   -2611.27      26.73
2021.71   -2697.42      26.69
2021.79   -2500.47      26.69
2021.87   -2739.67      26.78
2021.96   -2643.76      27.41
2022.04   -2736.87      28.18
2022.12   -2695.76      29.14
2022.20   -2619.96      29.85
2022.29   -2381.08      30.70
2022.37   -2286.11      31.62
2022.45   -2307.32      32.48
2022.54   -2417.12      33.39
2022.62   -2372.46      39.92
2022.71   -2358.04      47.15
2022.79   -2416.55      55.18
2022.87   -2352.01      64.60











































































































































































































































































































































































































































































































































































































































































































































































































































































































































