year,month,anomaly,total_uncertainty,uncorrelated_uncertainty,correlated_uncertainty,bias_uncertainty,coverage_uncertainty,lower_bound_95pct_bias_uncertainty_range,upper_bound_95pct_bias_uncertainty_range
1898,6,-0.37246,0.08026,0.01909,0.04982,0.03657,0.04751,-0.4385,-0.3115
1898,7,-0.42586,0.08322,0.01912,0.05135,0.03493,0.052,-0.4885,-0.368
1898,8,-0.39708,0.0841,0.01752,0.04745,0.03508,0.05731,-0.4595,-0.338
1898,9,-0.42175,0.08265,0.02135,0.04353,0.03662,0.05603,-0.489,-0.362
1898,10,-0.55206,0.08064,0.01918,0.04813,0.03875,0.04814,-0.624,-0.482
1898,11,-0.48251,0.08378,0.0197,0.04616,0.03914,0.05449,-0.555,-0.413
1898,12,-0.50588,0.08293,0.0188,0.04606,0.04132,0.05191,-0.5825,-0.4325
1899,1,-0.32963,0.08974,0.01999,0.05355,0.04255,0.05454,-0.408,-0.2565
1899,2,-0.36214,0.0922,0.01971,0.0524,0.04194,0.06007,-0.4395,-0.2905
1899,3,-0.42265,0.09245,0.01953,0.0506,0.04088,0.06273,-0.4975,-0.353
1899,4,-0.38403,0.09306,0.02017,0.05473,0.0402,0.06035,-0.4575,-0.3155
1899,5,-0.2853,0.08588,0.01843,0.05373,0.03948,0.0509,-0.356,-0.2215
1899,6,-0.36689,0.08159,0.01891,0.04691,0.03695,0.05229,-0.4325,-0.307
1899,7,-0.34144,0.08837,0.01967,0.05187,0.03546,0.05895,-0.4045,-0.284
1899,8,-0.19199,0.08294,0.01821,0.0502,0.03644,0.05196,-0.258,-0.132
1899,9,-0.24939,0.08132,0.01905,0.053,0.03921,0.04362,-0.321,-0.1825
1899,10,-0.26546,0.08268,0.0194,0.04882,0.04019,0.0496,-0.34,-0.195
1899,11,-0.25414,0.08331,0.01907,0.04848,0.04111,0.05037,-0.33,-0.182
1899,12,-0.34633,0.08488,0.01993,0.05586,0.0429,0.04298,-0.4255,-0.2725
1900,1,-0.21992,0.09041,0.0198,0.05401,0.04336,0.05463,-0.299,-0.1485
1900,2,-0.07654,0.08808,0.02077,0.05281,0.0443,0.05075,-0.158,-0.0005
1900,3,-0.25569,0.08707,0.01956,0.05088,0.04167,0.0536,-0.3325,-0.185
1900,4,-0.19061,0.09723,0.02143,0.06124,0.04274,0.05845,-0.268,-0.121
1900,5,-0.37789,0.09152,0.02038,0.05628,0.03977,0.05667,-0.449,-0.3125
1900,6,-0.25552,0.08876,0.02249,0.05038,0.03731,0.05867,-0.3215,-0.1915
1900,7,-0.22312,0.08516,0.01959,0.04785,0.03581,0.05742,-0.287,-0.1625
1900,8,-0.25591,0.0857,0.01953,0.04904,0.03698,0.05649,-0.322,-0.195
1900,9,-0.22273,0.08401,0.02125,0.04649,0.03893,0.05412,-0.295,-0.156
1900,10,-0.25415,0.08642,0.0206,0.05134,0.04067,0.05247,-0.33,-0.1815
1900,11,-0.27346,0.08784,0.0188,0.04829,0.04367,0.0559,-0.3545,-0.1955
1900,12,-0.2267,0.08667,0.01998,0.04985,0.04407,0.05183,-0.309,-0.149
1901,1,-0.21684,0.08583,0.01961,0.04825,0.04498,0.05129,-0.301,-0.1425
1901,2,-0.25962,0.08309,0.01828,0.04559,0.04611,0.04864,-0.3455,-0.185
1901,3,-0.3947,0.08726,0.01944,0.05308,0.0438,0.05001,-0.4765,-0.3235
1901,4,-0.33174,0.08888,0.02049,0.05599,0.04196,0.05082,-0.4085,-0.262
1901,5,-0.28451,0.08506,0.01988,0.05024,0.04032,0.05188,-0.3575,-0.219
1901,6,-0.33814,0.0836,0.02048,0.04961,0.03849,0.05125,-0.406,-0.276
1901,7,-0.39006,0.08695,0.02036,0.04889,0.03765,0.05777,-0.456,-0.329
1901,8,-0.33505,0.08654,0.01798,0.05198,0.03854,0.05458,-0.4045,-0.274
1901,9,-0.46419,0.08593,0.01986,0.05306,0.03914,0.05141,-0.537,-0.401
1901,10,-0.39879,0.08571,0.01939,0.04894,0.04391,0.05144,-0.481,-0.3265
1901,11,-0.47325,0.08691,0.01864,0.04302,0.04563,0.05721,-0.5585,-0.391
1901,12,-0.48099,0.09113,0.01787,0.04753,0.04754,0.05887,-0.57,-0.395
1902,1,-0.46075,0.08678,0.01784,0.04675,0.04553,0.05435,-0.545,-0.387
1902,2,-0.4168,0.08382,0.01809,0.03826,0.04526,0.05645,-0.5,-0.346
1902,3,-0.44922,0.08633,0.01741,0.04892,0.04527,0.05203,-0.533,-0.3785
1902,4,-0.43128,0.08847,0.01729,0.04859,0.04319,0.05745,-0.511,-0.3645
1902,5,-0.46408,0.08393,0.01742,0.04442,0.04123,0.05538,-0.538,-0.3975
1902,6,-0.51548,0.08576,0.01723,0.04866,0.04057,0.05517,-0.587,-0.4495
1902,7,-0.46606,0.07992,0.01659,0.05029,0.03861,0.04574,-0.534,-0.403
1902,8,-0.49,0.07854,0.01591,0.04623,0.0392,0.04734,-0.56,-0.427
1902,9,-0.44023,0.08218,0.01563,0.04468,0.04192,0.05249,-0.518,-0.375
1902,10,-0.49272,0.08624,0.01615,0.0414,0.04354,0.05972,-0.5735,-0.422
1902,11,-0.45502,0.08565,0.0161,0.04729,0.047,0.0513,-0.542,-0.3735
1902,12,-0.36273,0.08947,0.01656,0.04541,0.04689,0.0589,-0.45,-0.2845
1903,1,-0.39748,0.08859,0.01821,0.0443,0.04786,0.05713,-0.4845,-0.3155
1903,2,-0.40157,0.08522,0.01834,0.04452,0.0476,0.05175,-0.4865,-0.323
1903,3,-0.4219,0.08587,0.01718,0.04755,0.04556,0.05236,-0.5045,-0.3455
1903,4,-0.54653,0.08428,0.01618,0.04641,0.04572,0.05097,-0.6275,-0.4725
1903,5,-0.50502,0.08476,0.01596,0.04463,0.04427,0.05456,-0.5815,-0.4335
1903,6,-0.60929,0.07791,0.01601,0.04299,0.04135,0.04748,-0.6795,-0.5405
1903,7,-0.57719,0.0774,0.01599,0.04171,0.04067,0.04839,-0.647,-0.51
1903,8,-0.72882,0.08059,0.01473,0.04118,0.0406,0.05417,-0.8,-0.664
1903,9,-0.63891,0.08044,0.01452,0.04336,0.04186,0.05126,-0.7145,-0.5685
1903,10,-0.73435,0.08659,0.01721,0.04577,0.04601,0.05469,-0.8185,-0.6555
1903,11,-0.70092,0.08913,0.01702,0.04888,0.0487,0.0538,-0.7895,-0.617
1903,12,-0.63117,0.0863,0.01455,0.0463,0.04802,0.05279,-0.7185,-0.5495
1904,1,-0.6817,0.08849,0.01482,0.04909,0.05028,0.0517,-0.7735,-0.598
1904,2,-0.69619,0.08501,0.01541,0.04837,0.04769,0.04874,-0.7825,-0.6185
1904,3,-0.67156,0.08828,0.01416,0.04977,0.04667,0.0542,-0.7555,-0.5955
1904,4,-0.58588,0.08778,0.01646,0.05002,0.04704,0.05215,-0.67,-0.5095
1904,5,-0.62231,0.08557,0.016,0.04791,0.0442,0.05308,-0.7,-0.55
1904,6,-0.60808,0.08494,0.01552,0.04576,0.04415,0.05414,-0.6835,-0.53
1904,7,-0.5894,0.085,0.01633,0.04504,0.04176,0.05645,-0.661,-0.5175
1904,8,-0.57926,0.08161,0.01516,0.04606,0.04193,0.05051,-0.6525,-0.5095
1904,9,-0.52964,0.08731,0.01637,0.0462,0.04427,0.0571,-0.6085,-0.458
1904,10,-0.58549,0.08536,0.01454,0.04306,0.0464,0.05539,-0.6705,-0.5085
1904,11,-0.56936,0.08613,0.0153,0.04071,0.04904,0.05588,-0.6595,-0.4875
1904,12,-0.50942,0.08245,0.01569,0.04141,0.04913,0.04924,-0.5995,-0.4275
1905,1,-0.49779,0.08492,0.01528,0.04086,0.05102,0.05201,-0.59,-0.412
1905,2,-0.52486,0.08814,0.01639,0.03919,0.05088,0.0581,-0.6165,-0.44
1905,3,-0.49445,0.08563,0.01692,0.04115,0.04897,0.05436,-0.583,-0.412
1905,4,-0.53264,0.08905,0.01639,0.04542,0.04851,0.05696,-0.619,-0.453
1905,5,-0.39821,0.08395,0.01633,0.04464,0.04706,0.05073,-0.4795,-0.3185
1905,6,-0.41173,0.08147,0.01627,0.03742,0.04398,0.05512,-0.486,-0.335
1905,7,-0.32199,0.0797,0.01661,0.03903,0.04279,0.05217,-0.3935,-0.247
1905,8,-0.38271,0.0797,0.01641,0.04139,0.04255,0.05059,-0.4565,-0.311
1905,9,-0.465,0.08155,0.01662,0.03899,0.04384,0.05414,-0.544,-0.392
1905,10,-0.43622,0.08613,0.01561,0.03547,0.04866,0.05957,-0.5245,-0.354
1905,11,-0.42235,0.08078,0.01602,0.03714,0.0511,0.04773,-0.5155,-0.3355
1905,12,-0.33458,0.08432,0.01632,0.03831,0.05222,0.05147,-0.4295,-0.2455
1906,1,-0.20326,0.08485,0.01609,0.03655,0.05353,0.05233,-0.2975,-0.113
1906,2,-0.21434,0.08122,0.01585,0.03842,0.05319,0.04517,-0.3075,-0.1245
1906,3,-0.25513,0.08644,0.01612,0.03964,0.0511,0.05504,-0.3445,-0.1685
1906,4,-0.30232,0.08286,0.0164,0.03736,0.04872,0.05318,-0.3855,-0.224
1906,5,-0.53047,0.08276,0.01616,0.03999,0.0485,0.05136,-0.6115,-0.451
1906,6,-0.41494,0.0816,0.01541,0.0372,0.04829,0.05202,-0.494,-0.331
1906,7,-0.40762,0.08252,0.0165,0.03879,0.04543,0.05448,-0.482,-0.329
1906,8,-0.42058,0.07684,0.01497,0.03824,0.04494,0.04689,-0.496,-0.347
1906,9,-0.46002,0.08427,0.0168,0.04239,0.04681,0.05321,-0.5405,-0.3835
1906,10,-0.46836,0.08964,0.01658,0.03854,0.05175,0.05998,-0.559,-0.3805
1906,11,-0.46606,0.08818,0.01712,0.04194,0.05388,0.05311,-0.5615,-0.377
1906,12,-0.471,0.08754,0.01559,0.04149,0.05452,0.05221,-0.567,-0.38
1907,1,-0.39173,0.07801,0.01646,0.03892,0.04688,0.04584,-0.473,-0.314
1907,2,-0.45567,0.07954,0.01721,0.03886,0.04654,0.04852,-0.5355,-0.376
1907,3,-0.38456,0.08397,0.01788,0.03898,0.04532,0.05619,-0.462,-0.306
1907,4,-0.41937,0.0808,0.018,0.04215,0.04388,0.05003,-0.4925,-0.3455
1907,5,-0.45779,0.08428,0.01677,0.04441,0.04269,0.05502,-0.5265,-0.3835
1907,6,-0.52268,0.07904,0.0173,0.04108,0.04181,0.05012,-0.5855,-0.446
1907,7,-0.45352,0.07997,0.01583,0.03733,0.04082,0.05553,-0.5155,-0.3795
1907,8,-0.50203,0.07508,0.01487,0.04007,0.04014,0.0469,-0.5655,-0.431
1907,9,-0.47731,0.07656,0.0149,0.04062,0.04177,0.04738,-0.5475,-0.408
1907,10,-0.50328,0.08018,0.01653,0.03661,0.04514,0.0527,-0.5805,-0.427
1907,11,-0.51656,0.07684,0.016,0.03818,0.04764,0.04383,-0.599,-0.4375
1907,12,-0.53807,0.08075,0.01479,0.04035,0.04831,0.04838,-0.6215,-0.4575
1908,1,-0.51725,0.08431,0.0156,0.04318,0.04153,0.05724,-0.5895,-0.437
1908,2,-0.4973,0.07529,0.01504,0.03883,0.03875,0.04932,-0.5635,-0.423
1908,3,-0.56251,0.07615,0.01611,0.04301,0.03774,0.04759,-0.625,-0.4945
1908,4,-0.57459,0.07509,0.01489,0.04309,0.0364,0.04728,-0.633,-0.5095
1908,5,-0.52964,0.07878,0.01555,0.04249,0.03523,0.05402,-0.585,-0.4645
1908,6,-0.5625,0.08155,0.01667,0.04005,0.0346,0.05977,-0.6195,-0.4955
1908,7,-0.5524,0.0805,0.01633,0.04491,0.03421,0.05501,-0.6095,-0.4865
1908,8,-0.56944,0.07535,0.01417,0.04123,0.03422,0.05105,-0.6255,-0.5045
1908,9,-0.59936,0.07928,0.0149,0.0394,0.03497,0.05734,-0.6565,-0.5365
1908,10,-0.60309,0.07689,0.01457,0.04176,0.03844,0.04978,-0.668,-0.5325
1908,11,-0.60567,0.07915,0.01486,0.04211,0.04029,0.05145,-0.6745,-0.5275
1908,12,-0.65058,0.07248,0.01407,0.03904,0.04015,0.04381,-0.7195,-0.573
1909,1,-0.55511,0.07333,0.01499,0.04117,0.03483,0.04738,-0.6155,-0.481
1909,2,-0.58228,0.07683,0.01453,0.04,0.03411,0.05412,-0.641,-0.5095
1909,3,-0.65408,0.07331,0.01443,0.03664,0.03259,0.05256,-0.7115,-0.5845
1909,4,-0.55756,0.07171,0.01446,0.03699,0.03203,0.05038,-0.6145,-0.4915
1909,5,-0.55294,0.07291,0.01446,0.03862,0.03191,0.05096,-0.608,-0.485
1909,6,-0.58354,0.07245,0.01403,0.03785,0.03286,0.0504,-0.6435,-0.513
1909,7,-0.66859,0.07254,0.01351,0.04167,0.0323,0.04795,-0.7275,-0.599
1909,8,-0.46426,0.07184,0.01309,0.03724,0.03124,0.05126,-0.52,-0.3975
1909,9,-0.54377,0.07387,0.01501,0.03769,0.03041,0.05373,-0.5975,-0.4815
1909,10,-0.60852,0.07509,0.01298,0.0419,0.03235,0.05165,-0.666,-0.539
1909,11,-0.65017,0.07277,0.013,0.0383,0.03402,0.05001,-0.708,-0.58
1909,12,-0.61977,0.07364,0.01358,0.04391,0.03445,0.04609,-0.68,-0.547
1910,1,-0.50596,0.06976,0.01355,0.04077,0.0303,0.04586,-0.5615,-0.443
1910,2,-0.58833,0.07203,0.01374,0.03971,0.03016,0.05012,-0.6445,-0.5245
1910,3,-0.58753,0.07549,0.01388,0.04017,0.02836,0.05557,-0.6405,-0.5265
1910,4,-0.56367,0.07854,0.01361,0.03741,0.0287,0.06131,-0.6185,-0.5045
1910,5,-0.56679,0.07472,0.01295,0.03762,0.02973,0.05582,-0.627,-0.5055
1910,6,-0.58478,0.07273,0.01317,0.04031,0.03041,0.05066,-0.65,-0.5225
1910,7,-0.63442,0.073,0.0134,0.03524,0.03149,0.05399,-0.704,-0.5705
1910,8,-0.56872,0.07577,0.01285,0.03772,0.03041,0.05683,-0.633,-0.5065
1910,9,-0.56375,0.07181,0.01313,0.03432,0.02688,0.05552,-0.6145,-0.5085
1910,10,-0.54053,0.06989,0.01267,0.03754,0.02851,0.05003,-0.5945,-0.478
1910,11,-0.62734,0.07208,0.01327,0.03849,0.03032,0.05118,-0.6855,-0.56
1910,12,-0.67878,0.0718,0.01327,0.03959,0.03082,0.04962,-0.7375,-0.611
1911,1,-0.53373,0.06322,0.01198,0.03403,0.02952,0.04271,-0.5945,-0.4805
1911,2,-0.70665,0.06482,0.01233,0.03477,0.02908,0.04466,-0.767,-0.655
1911,3,-0.65633,0.06756,0.01274,0.03598,0.02841,0.04796,-0.7155,-0.606
1911,4,-0.75388,0.07019,0.01298,0.03632,0.02899,0.05098,-0.815,-0.7035
1911,5,-0.68762,0.07304,0.01242,0.03686,0.02927,0.05445,-0.7525,-0.6355
1911,6,-0.64218,0.07536,0.0122,0.03687,0.03149,0.05638,-0.716,-0.5865
1911,7,-0.62747,0.07242,0.01234,0.0348,0.03313,0.05275,-0.706,-0.5695
1911,8,-0.56883,0.06461,0.01254,0.03258,0.02913,0.0459,-0.6355,-0.5175
1911,9,-0.5254,0.08199,0.01414,0.03369,0.02819,0.06776,-0.585,-0.4765
1911,10,-0.49389,0.07346,0.0131,0.03557,0.0277,0.05649,-0.551,-0.442
1911,11,-0.46782,0.07156,0.01283,0.03565,0.0283,0.0537,-0.5255,-0.413
1911,12,-0.37104,0.07117,0.01301,0.03719,0.02952,0.05139,-0.4305,-0.3125
1912,1,-0.3314,0.06844,0.01259,0.03686,0.02981,0.04774,-0.3905,-0.272
1912,2,-0.38905,0.07039,0.01269,0.04071,0.03013,0.04721,-0.4495,-0.3305
1912,3,-0.25315,0.07154,0.01398,0.03967,0.02877,0.05021,-0.3105,-0.197
1912,4,-0.34632,0.07258,0.01318,0.03783,0.03056,0.05224,-0.4095,-0.289
1912,5,-0.42535,0.07245,0.01268,0.03744,0.03021,0.05267,-0.491,-0.3685
1912,6,-0.41098,0.07459,0.01241,0.03758,0.03299,0.05395,-0.488,-0.35
1912,7,-0.43527,0.06861,0.01226,0.03606,0.03365,0.04609,-0.5145,-0.3735
1912,8,-0.53886,0.07281,0.01218,0.03885,0.03163,0.05141,-0.6105,-0.4795
1912,9,-0.56691,0.0709,0.01338,0.0348,0.02783,0.0535,-0.624,-0.5135
1912,10,-0.59109,0.06854,0.01297,0.03644,0.02886,0.04866,-0.6485,-0.535
1912,11,-0.5726,0.07097,0.01361,0.03779,0.03034,0.05003,-0.6325,-0.5125
1912,12,-0.55247,0.06833,0.01359,0.03632,0.0307,0.04715,-0.613,-0.492
1913,1,-0.53111,0.06435,0.01381,0.03237,0.03124,0.0439,-0.593,-0.464
1913,2,-0.42729,0.05973,0.014,0.03234,0.0305,0.03736,-0.488,-0.368
1913,3,-0.52672,0.05932,0.01369,0.03208,0.03093,0.03668,-0.5895,-0.4685
1913,4,-0.52057,0.06786,0.01501,0.0348,0.03266,0.04585,-0.589,-0.461
1913,5,-0.45051,0.0652,0.01438,0.03568,0.03225,0.04161,-0.522,-0.391
1913,6,-0.52865,0.0648,0.01501,0.03395,0.03481,0.04012,-0.6095,-0.4655
1913,7,-0.52399,0.0659,0.0144,0.03513,0.03416,0.04165,-0.603,-0.462
1913,8,-0.51259,0.0627,0.01419,0.03324,0.03229,0.03978,-0.5855,-0.4535
1913,9,-0.47522,0.06149,0.01528,0.03369,0.02919,0.03951,-0.5345,-0.421
1913,10,-0.44616,0.06193,0.01365,0.03428,0.03012,0.03958,-0.5065,-0.3895
1913,11,-0.45037,0.06534,0.01391,0.0349,0.03081,0.04368,-0.5115,-0.3825
1913,12,-0.40631,0.06262,0.01426,0.03491,0.03166,0.03869,-0.4685,-0.339
1914,1,-0.37561,0.06594,0.0142,0.0361,0.03154,0.043,-0.4385,-0.3115
1914,2,-0.37087,0.06361,0.01359,0.03519,0.0312,0.04062,-0.4325,-0.308
1914,3,-0.3964,0.06486,0.01389,0.03734,0.03092,0.04079,-0.458,-0.3375
1914,4,-0.39954,0.0654,0.01507,0.03768,0.03216,0.03995,-0.4655,-0.3375
1914,5,-0.38919,0.06752,0.01611,0.03758,0.03371,0.04185,-0.464,-0.324
1914,6,-0.39056,0.06896,0.01491,0.03939,0.03603,0.04102,-0.474,-0.323
1914,7,-0.4077,0.06871,0.01733,0.03995,0.03632,0.03881,-0.493,-0.34
1914,8,-0.32654,0.06755,0.01578,0.04193,0.03112,0.03984,-0.3945,-0.2665
1914,9,-0.39279,0.07855,0.01984,0.04619,0.03188,0.05125,-0.4575,-0.331
1914,10,-0.19105,0.07665,0.01867,0.04842,0.03197,0.04648,-0.255,-0.1295
1914,11,-0.1442,0.07592,0.01754,0.04608,0.03324,0.04721,-0.2105,-0.077
1914,12,-0.26542,0.07493,0.01661,0.04778,0.03352,0.04395,-0.331,-0.193
1915,1,-0.23683,0.0784,0.01759,0.05185,0.03423,0.04447,-0.2995,-0.1595
1915,2,-0.33227,0.08073,0.01761,0.0494,0.03384,0.05121,-0.394,-0.256
1915,3,-0.13696,0.08084,0.01868,0.04993,0.0323,0.05148,-0.1975,-0.0685
1915,4,-0.20254,0.0771,0.01884,0.05041,0.03208,0.04492,-0.2655,-0.1425
1915,5,-0.20075,0.07939,0.01946,0.04863,0.03384,0.04913,-0.2715,-0.1365
1915,6,-0.18259,0.08163,0.01915,0.04742,0.0361,0.05239,-0.264,-0.1145
1915,7,-0.20881,0.08028,0.01887,0.04947,0.03771,0.04711,-0.2955,-0.1385
1915,8,-0.08895,0.07843,0.01659,0.04296,0.03811,0.05078,-0.1745,-0.017
1915,9,-0.20746,0.0777,0.01932,0.04767,0.03298,0.048,-0.2735,-0.1445
1915,10,-0.28982,0.07858,0.01762,0.04791,0.03343,0.0495,-0.3535,-0.227
1915,11,-0.24534,0.07853,0.01878,0.04465,0.03366,0.05184,-0.307,-0.17
1915,12,-0.39118,0.07402,0.01788,0.04436,0.03425,0.04493,-0.4545,-0.3145
1916,1,-0.38261,0.0779,0.0178,0.04612,0.03463,0.04924,-0.4475,-0.3085
1916,2,-0.27053,0.07846,0.01658,0.04434,0.03473,0.05206,-0.336,-0.1965
1916,3,-0.38811,0.07313,0.01727,0.04523,0.03308,0.04369,-0.4505,-0.3225
1916,4,-0.37209,0.07876,0.01697,0.04667,0.03297,0.05147,-0.4365,-0.308
1916,5,-0.36559,0.07789,0.01765,0.04662,0.03522,0.04839,-0.44,-0.296
1916,6,-0.42757,0.08047,0.01615,0.04241,0.03904,0.05378,-0.516,-0.352
1916,7,-0.38531,0.08072,0.01729,0.04588,0.03999,0.05013,-0.4775,-0.309
1916,8,-0.434,0.07675,0.01574,0.04383,0.03952,0.04648,-0.523,-0.357
1916,9,-0.41319,0.07803,0.01706,0.04808,0.03605,0.04677,-0.4875,-0.3415
1916,10,-0.46739,0.07733,0.01759,0.0425,0.03458,0.05167,-0.533,-0.4005
1916,11,-0.56724,0.07926,0.01668,0.04944,0.03687,0.04691,-0.6375,-0.4895
1916,12,-0.50739,0.08448,0.01558,0.05014,0.03647,0.05523,-0.577,-0.4275
1917,1,-0.66774,0.08107,0.01698,0.05117,0.03861,0.04665,-0.737,-0.5845
1917,2,-0.52215,0.08927,0.01622,0.05171,0.0375,0.06021,-0.589,-0.4405
1917,3,-0.65609,0.08677,0.01703,0.05797,0.03542,0.05122,-0.7215,-0.5805
1917,4,-0.4841,0.08703,0.01736,0.05656,0.03408,0.05396,-0.546,-0.415
1917,5,-0.52215,0.08288,0.01747,0.05187,0.03585,0.05087,-0.594,-0.4515
1917,6,-0.41111,0.08603,0.01732,0.05387,0.03955,0.05133,-0.498,-0.334
1917,7,-0.32959,0.08662,0.01706,0.05083,0.04045,0.0547,-0.42,-0.2515
1917,8,-0.28857,0.08784,0.01655,0.04897,0.04016,0.05858,-0.3765,-0.2095
1917,9,-0.239,0.09069,0.01776,0.05643,0.03591,0.05862,-0.308,-0.168
1917,10,-0.40431,0.08148,0.01679,0.05302,0.03695,0.04669,-0.4715,-0.3295
1917,11,-0.52942,0.08224,0.01792,0.0462,0.03891,0.05286,-0.601,-0.448
1917,12,-0.45772,0.09024,0.0192,0.05366,0.04009,0.05735,-0.5315,-0.372
1918,1,-0.51101,0.08783,0.01803,0.05843,0.04019,0.04858,-0.5885,-0.4295
1918,2,-0.56862,0.08222,0.01783,0.05056,0.03947,0.04825,-0.645,-0.488
1918,3,-0.48772,0.08523,0.01803,0.05707,0.03733,0.04784,-0.5575,-0.413
1918,4,-0.52058,0.08966,0.01986,0.05821,0.03631,0.05419,-0.59,-0.448
1918,5,-0.37893,0.09383,0.02044,0.06447,0.03637,0.05392,-0.45,-0.304
1918,6,-0.46119,0.08972,0.01935,0.05995,0.03904,0.05057,-0.544,-0.382
1918,7,-0.43925,0.08996,0.01863,0.05754,0.04303,0.05083,-0.534,-0.354
1918,8,-0.48597,0.08449,0.01734,0.05108,0.04136,0.05017,-0.5745,-0.402
1918,9,-0.37545,0.09398,0.01873,0.06188,0.04031,0.05503,-0.4545,-0.293
1918,10,-0.34566,0.09273,0.01964,0.05773,0.03917,0.05784,-0.42,-0.2695
1918,11,-0.15552,0.09739,0.01949,0.05976,0.04198,0.06142,-0.2375,-0.069
1918,12,-0.2348,0.09638,0.02021,0.06029,0.04243,0.0587,-0.3175,-0.1475
1919,1,-0.18396,0.09722,0.01984,0.06217,0.04288,0.05791,-0.263,-0.0915
1919,2,-0.1188,0.09083,0.019,0.05401,0.04136,0.05711,-0.195,-0.0295
1919,3,-0.30907,0.0897,0.0188,0.05173,0.03864,0.05935,-0.3795,-0.2275
1919,4,-0.22836,0.08968,0.01845,0.05669,0.03733,0.05563,-0.2935,-0.1535
1919,5,-0.29675,0.08274,0.01695,0.05004,0.03894,0.05038,-0.371,-0.2185
1919,6,-0.40367,0.0849,0.02023,0.0519,0.04133,0.04896,-0.4905,-0.3215
1919,7,-0.47836,0.08454,0.01823,0.04915,0.04168,0.05159,-0.567,-0.3965
1919,8,-0.47402,0.08635,0.01826,0.04669,0.04198,0.05639,-0.5615,-0.3905
1919,9,-0.42102,0.08492,0.01882,0.04925,0.03987,0.05331,-0.496,-0.3415
1919,10,-0.4449,0.08408,0.01583,0.04772,0.04126,0.05329,-0.5185,-0.3625
1919,11,-0.50522,0.08452,0.01601,0.04952,0.04028,0.05303,-0.578,-0.42
1919,12,-0.5414,0.09001,0.01658,0.053,0.04129,0.05756,-0.6175,-0.4525
1920,1,-0.39331,0.08807,0.01709,0.05459,0.04372,0.05071,-0.473,-0.299
1920,2,-0.35361,0.08167,0.01708,0.04718,0.04095,0.04975,-0.426,-0.2665
1920,3,-0.22074,0.08315,0.01819,0.05222,0.03955,0.04787,-0.289,-0.1365
1920,4,-0.3422,0.08322,0.01735,0.0489,0.03951,0.05169,-0.4105,-0.258
1920,5,-0.28166,0.08415,0.01647,0.05148,0.04043,0.05026,-0.358,-0.193
1920,6,-0.22226,0.084,0.01834,0.04455,0.04487,0.05217,-0.316,-0.1265
1920,7,-0.34605,0.08577,0.01672,0.04907,0.04542,0.05106,-0.4415,-0.25
1920,8,-0.32352,0.07908,0.01589,0.04598,0.04349,0.04467,-0.4115,-0.229
1920,9,-0.24264,0.08117,0.01709,0.04483,0.04119,0.05088,-0.3185,-0.153
1920,10,-0.17273,0.07799,0.01583,0.04551,0.04032,0.0462,-0.242,-0.0865
1920,11,-0.24834,0.08299,0.01556,0.04792,0.04185,0.05097,-0.323,-0.158
1920,12,-0.2684,0.08013,0.01563,0.04532,0.04227,0.04832,-0.344,-0.177
1921,1,-0.37379,0.0758,0.0163,0.0419,0.0427,0.0436,-0.453,-0.2905
1921,2,-0.22873,0.08032,0.01567,0.04495,0.04116,0.04991,-0.3055,-0.147
1921,3,-0.34669,0.07833,0.0148,0.04748,0.04068,0.0448,-0.4225,-0.2675
1921,4,-0.30681,0.08099,0.01525,0.04656,0.03932,0.05112,-0.377,-0.2275
1921,5,-0.34861,0.07583,0.01532,0.04556,0.04233,0.04061,-0.43,-0.2615
1921,6,-0.26492,0.07933,0.01551,0.04645,0.04404,0.04423,-0.3545,-0.1755
1921,7,-0.22645,0.07949,0.01499,0.04464,0.04307,0.04739,-0.315,-0.1395
1921,8,-0.26083,0.07641,0.01401,0.04394,0.04311,0.04305,-0.347,-0.1725
1921,9,-0.16626,0.07892,0.01564,0.04664,0.04113,0.04601,-0.2425,-0.0815
1921,10,-0.14131,0.07986,0.01535,0.04846,0.0413,0.0457,-0.216,-0.0585
1921,11,-0.2473,0.08092,0.01472,0.04727,0.04202,0.04828,-0.325,-0.1645
1921,12,-0.20603,0.07835,0.01471,0.04577,0.04279,0.04469,-0.2855,-0.122
1922,1,-0.33954,0.07856,0.01403,0.0494,0.04205,0.04203,-0.4145,-0.253
1922,2,-0.18841,0.07496,0.01441,0.04753,0.04081,0.03857,-0.261,-0.104
1922,3,-0.23063,0.07616,0.01403,0.04516,0.03958,0.04469,-0.3015,-0.1475
1922,4,-0.30711,0.07639,0.01482,0.04554,0.03908,0.04489,-0.379,-0.2225
1922,5,-0.48569,0.07879,0.0162,0.04772,0.0401,0.04538,-0.5645,-0.398
1922,6,-0.39108,0.076,0.01476,0.04443,0.04188,0.04279,-0.4755,-0.3005
1922,7,-0.30512,0.07571,0.01454,0.04192,0.04262,0.04414,-0.3925,-0.2135
1922,8,-0.37791,0.07346,0.01521,0.04324,0.04241,0.03867,-0.463,-0.2865
1922,9,-0.34692,0.07275,0.01433,0.04692,0.03783,0.03815,-0.418,-0.2645
1922,10,-0.37297,0.07598,0.01473,0.04362,0.04034,0.04501,-0.446,-0.2875
1922,11,-0.37336,0.0742,0.01334,0.04257,0.04105,0.04278,-0.446,-0.2885
1922,12,-0.37589,0.07384,0.01363,0.04168,0.04177,0.04225,-0.449,-0.2905
